0.1	0.0     	1e-08	
0.2	0.0	        1e-08	
0.25	2e-09   	1.00006e-08	
0.3	4.1e-08 	1.00123e-08	
0.35	2.94e-07	1.00882e-08	
0.4	2.015e-06	1.06045e-08	
0.45	1.4056e-05	1.42168e-08	
0.5	9.8006e-05	3.94018e-08	
